date,fieldnum,temp,maxtemp,mintemp,RH,windspeed,maxwind,precipitation,categorical
2/14/17,1,19.3,24.8,14.6,71,2.2,9.3,0,0
2/15/17,1,19.6,24.4,14.9,68,1.9,7.7,0,0
2/16/17,1,20.3,25.6,14.7,66,1.8,8.6,0,0
2/17/17,1,21.2,26.8,15.7,68,2.1,8.4,0,0
2/18/17,1,21.7,26.7,17.5,71,1.7,6.5,0,0
2/19/17,1,21.4,25.4,17.1,80,1.9,8.2,0,0
2/20/17,1,24.4,28.6,20.5,82,1.7,8,0,0
2/21/17,1,24.3,28.2,22.8,86,1.9,10,0,0
2/22/17,1,24.6,29.8,20.4,79,2.1,11.1,0,0
2/23/17,1,24.2,28.7,18.2,80,2.2,8.9,0,0
2/24/17,1,20.3,24.8,17.4,77,1.3,6.4,0,0
2/25/17,1,20.4,25.2,16.3,75,1.9,8.1,0,0
2/26/17,1,20,25.8,16.2,72,2.2,7.7,0,0
2/27/17,1,19.7,23.4,15.4,73,1.7,7.3,0,0
2/28/17,1,20.7,26.4,15.7,70,1.7,8.3,0,0
3/1/17,1,20.6,26.8,16.2,71,1.8,8.4,0,0
3/2/17,1,19.8,24.7,16.1,68,2,8.3,0,0
3/3/17,1,20,25.5,15.7,69,1.7,8.3,0,0
3/4/17,1,22.1,25.9,18.2,73,1.8,7.2,0,0
3/5/17,1,23,27.6,18.6,76,2.1,8.4,0,0
3/6/17,1,23.3,28.9,19.1,71,2.2,7.8,0,0
3/7/17,1,20.1,22.8,18.1,78,1.5,4.8,0,0
3/8/17,1,18.3,19,17.3,94,1.4,5.7,1,0
3/9/17,1,21.3,25.5,17.7,81,1.7,6.5,0,0
3/10/17,1,23.3,28.9,18.3,82,2,10.9,2,0
3/11/17,1,22.8,26.8,19.5,85,1.9,6.9,0,0
3/12/17,1,24,27.9,20.7,82,1.9,8.4,0,0
3/13/17,1,25.5,30.9,21.9,76,2.6,9.6,0,0
3/14/17,1,22,24.9,18.8,84,2,6.8,0,3
3/15/17,1,21,23.2,19.5,81,1.1,4.9,0,3
3/16/17,1,21.5,25.1,18.5,84,1.7,9.6,0.5,3
3/17/17,1,22.5,26.3,19.1,81,1.9,7,0,3
3/18/17,1,23.3,26.9,20.1,82,1.4,5.7,0,3
3/19/17,1,25,29.7,21.9,82,2.3,11.9,0.5,3
3/20/17,1,25.1,29.3,22.4,83,1.8,6.7,0,3
3/21/17,1,25.4,29.5,22.1,78,1.7,8.2,0,3
3/22/17,1,24.4,27.7,20.9,75,2,6.9,0,3
3/23/17,1,24.8,29.9,20.4,78,2.7,13.1,0,3
3/24/17,1,24.6,27.1,22.6,78,2,8.1,0,3
3/25/17,1,24.3,29.3,19.3,73,2,8.1,0,3
3/26/17,1,18.4,19.6,17.1,88,1.6,6.1,0,3
3/27/17,1,21.7,25.9,10.3,72,2,8.8,0,3
3/28/17,1,22.3,26.4,18,67,1.5,8,0,1
3/29/17,1,23.4,28.4,20.1,69,1.7,6.7,0.5,1
3/30/17,1,24.1,28.5,19.6,74,1.8,8.1,0,1
3/31/17,1,24.8,29,18.1,75,2.6,10.5,0,1
4/1/17,1,18.9,22.6,15.8,80,1.3,9.6,8,1
4/2/17,1,19.9,23.8,15.8,63,2.1,8.3,0,1
4/3/17,1,21.2,25.4,16.3,59,1.7,9.2,0,1
4/4/17,1,22.5,26.4,18.1,58,1.7,7.4,0,1
4/5/17,1,23.4,27.4,18.4,68,1.6,7,0,2
4/6/17,1,24.5,29.2,19.3,71,2.1,11,0,2
4/7/17,1,25.3,29.5,21.9,77,1.9,8.9,0,2
4/8/17,1,25.6,29.7,21.2,78,1.9,8.8,0,2
4/9/17,1,25.7,29.1,22.2,82,2,8.4,0,2
4/10/17,1,26.9,31.8,22.9,77,1.9,7.4,0,2
4/11/17,1,27,30.8,24.4,80,2.6,9.2,0,2
4/12/17,1,24.8,27.9,22.7,93,1.3,6.5,20.5,2
4/13/17,1,22.2,24.1,19.9,93,1.2,6.8,12.5,2
4/14/17,1,25.2,29.3,22.1,82,1.6,7.8,0,2
4/15/17,1,26.5,32.4,22,80,1.8,8.3,0,2
4/16/17,1,27.5,31.7,23.6,77,1.9,8.2,0,2
4/17/17,1,27.5,31.4,23.2,78,1.8,7.5,0,2
4/18/17,1,27.2,30.4,24.9,84,2.6,9.2,0,2
4/19/17,1,27,30.7,24,84,2.3,9.5,8.5,2
4/20/17,1,27.7,31.7,24.1,78,2,9.4,0,2
4/21/17,1,27.3,30.5,24.3,79,2.4,8.9,0,2
4/22/17,1,23.7,27.3,19.8,91,1.5,6.5,31.5,2
4/23/17,1,22.2,24.4,20.2,94,1,5,6.5,2
4/24/17,1,24.6,28.6,21.4,84,1.2,6.6,0,2
4/25/17,1,26.2,29.5,22.9,78,1.5,6.4,0,2
4/26/17,1,27.6,30.9,24.3,78,2.2,9,0,4
4/27/17,1,25.2,29.3,19.9,83,2,8.3,0,4
4/28/17,1,22.4,25.6,19.1,76,2.1,8.2,0,4
4/29/17,1,23.8,27.6,10.3,69,1.7,7.5,0,4
4/30/17,1,24.5,29.2,20.1,72,1.7,7.9,0,4
5/1/17,1,26.2,30,21.1,67,1.6,7.4,0,4
5/2/17,1,27.1,31.1,23,76,2.2,7.6,0,3
5/3/17,1,27.8,31.2,24,77,1.9,7.6,0,3
5/4/17,1,28,31.7,24.1,75,2,8.5,0,3
5/5/17,1,28.5,31.7,24.8,76,1.8,7.5,0,3
5/6/17,1,28.6,31.5,25.5,74,1.9,8.1,0,3
5/7/17,1,28.1,31.1,24.7,76,2,8.8,0,3
5/8/17,1,28.2,31.7,25.2,74,2,8.8,0,3
5/9/17,1,28.6,34.2,24.5,71,2.2,9.7,0,4
5/10/17,1,28.4,31.6,25.2,75,1.7,8.6,0,4
5/11/17,1,28.8,32.2,25.9,74,2.1,8.5,0,4
5/12/17,1,29,33.3,25,74,2.8,14.2,0,4
5/13/17,1,28.9,33.1,25.8,69,2.2,10.1,0,4
5/14/17,1,29.3,34.7,25.9,68,1.9,8.2,0,4
5/15/17,1,27.9,31.7,24.9,76,1.8,7.3,2,4
5/16/17,1,26.3,29.8,24.1,87,1,5.4,7,4
5/17/17,1,25.8,29.4,22.9,84,2.5,9.6,1,4
5/18/17,1,26.6,29.4,24.2,80,1.2,6.1,0,4
5/19/17,1,26.3,30.1,23.5,83,1.2,5.4,1,4
5/20/17,1,25.7,28.7,23,89,1.1,7.1,0.5,4
5/21/17,1,27.5,31.7,23.4,79,1.8,8.6,0,4
5/22/17,1,28.4,31.8,26.3,77,1.9,9.2,0,4
5/23/17,1,28.5,31.5,25.9,79,2.2,8.9,0,4
2/2/21,2,21,27.5,15.5,68,2.1,8.2,0,0
2/3/21,2,20.8,25.4,16.5,83,1.8,7.5,0,0
2/4/21,2,21.1,26.7,16.8,81,1.7,8.2,0,0
2/5/21,2,20.8,24.9,16.5,85,1.6,7.9,0,0
2/6/21,2,21.5,26.9,16.7,78,1.6,7.9,0,0
2/7/21,2,22.3,29.7,16.7,75,1.7,6.8,0,0
2/8/21,2,21.7,26.2,17.1,82,1.8,7.7,0,0
2/9/21,2,21.5,25.7,18,83,1.7,8.6,0,0
2/10/21,2,21.4,24.3,18.3,85,1.9,6.6,0,0
2/11/21,2,21.8,,,88,3.4,,20,0
2/12/21,2,,,,,,,,0
2/13/21,2,,,,,,,,0
2/14/21,2,,,,,,,,0
2/15/21,2,,,,,,,,0
2/16/21,2,,,,,,,,0
2/17/21,2,,,,,,,,0
2/18/21,2,21.4,,,73,4.2,,0,0
2/19/21,2,,,,,,,,0
2/20/21,2,,,,,,,,0
2/21/21,2,,,,,,,,0
2/22/21,2,,,,,,,,0
2/23/21,2,,,,,,,,0
2/24/21,2,,,,,,,,0
2/25/21,2,24.1,28.6,19.8,80,1.9,6.8,8.5,0
2/26/21,2,24.3,30.8,20,82,1.4,7.4,0,0
2/27/21,2,23.7,28.7,20,85,1.7,7.8,0,0
2/28/21,2,23.4,27.9,19.5,85,1.8,9.4,0,0
3/1/21,2,24.4,29.1,19.9,83,1.5,7.2,0,0
3/2/21,2,23.9,28.5,20.3,83,2.5,9,0,3
3/3/21,2,21.7,25.4,18.9,82,1.7,7.5,0,3
3/4/21,2,23.3,27.8,19,81,1.5,7.5,0,3
3/5/21,2,24.5,29.2,20.7,86,1.6,6.3,0,3
3/6/21,2,25.5,29.6,21.7,86,1.9,7.8,0,3
3/7/21,2,24.1,27.6,21.5,85,1.6,7.5,0,3
3/8/21,2,23.2,27.2,19.6,82,2,8.7,0,3
3/9/21,2,23,27.7,19.4,85,1.8,6.9,0,3
3/10/21,2,22.9,26.9,19.8,88,1.6,7.5,0,3
3/11/21,2,23.9,27.9,20.4,82,1.5,8.7,0,3
3/12/21,2,24.8,29.1,20.6,79,1.4,7.9,0,3
3/13/21,2,23.9,27.6,21.5,85,1.8,9,0,3
3/14/21,2,23.4,27.5,19.7,84,1.8,7.9,0,3
3/15/21,2,24.5,29.6,20.8,79,1.4,7.9,0,3
3/16/21,2,25.1,29.5,20.6,79,1.6,8.2,0,3
3/17/21,2,26.1,30.9,21,77,1.7,8,0,3
3/18/21,2,26,30.7,22.3,80,1.8,7.6,0,3
3/19/21,2,26,29.2,22.8,81,1.7,7.5,0,3
3/20/21,2,26,30.8,22.5,80,1.7,7.1,0,3
3/21/21,2,24.7,30.2,18.9,80,2.2,7.6,0,3
3/22/21,2,19.6,24,17.8,80,1.4,7.1,0,3
3/23/21,2,21.6,24.9,18.2,82,1.6,7.2,0,3
3/24/21,2,21.8,26.2,19.7,86,2.1,8,0,3
3/25/21,2,23,27.9,17.8,81,1.7,7.2,0,3
3/26/21,2,24,28.9,19.6,81,2,7.7,0,3
3/27/21,2,25.8,30.9,21.8,84,1.5,7.6,0,3
3/28/21,2,26.8,31.1,24.2,82,1.9,9.4,0,3
3/29/21,2,26.4,31.5,22.8,85,2,7.9,0,3
3/30/21,2,27.4,32.6,24.1,86,1.8,8.7,0,4
3/31/21,2,27.4,30.8,24.3,85,1.7,7.3,0,4
4/1/21,2,27.5,31.4,24.2,84,1.6,7.9,0,4
4/2/21,2,27.9,34.1,24.2,83,1.6,10,0,4
4/3/21,2,27.4,31.2,24,83,1.2,7.3,0,4
4/4/21,2,27.3,31.8,23.9,82,1.8,6.7,0,4
4/5/21,2,25.5,27.8,24.3,84,2.2,7.7,0,4
4/6/21,2,24.3,25.5,23.3,86,1.4,5.8,0,4
4/7/21,2,24.5,27.3,23.2,83,1.1,4.4,0,4
4/8/21,2,24.5,28.8,21.5,85,1.8,8.9,1,4
4/9/21,2,23.2,26.8,20.5,85,1.4,5.6,0,4
4/10/21,2,23.9,28.6,19.1,81,1.8,7.5,0,4
4/11/21,2,24.9,29.1,20.6,83,1.7,8,0,4
4/12/21,2,26.2,31,22.3,81,1.5,8.3,0,4
4/13/21,2,26.5,31.3,22.5,84,1.8,9.1,0,4
4/14/21,2,27.4,30.7,25.1,83,2,6.9,0,4
4/15/21,2,26.9,31.8,22.5,81,1.6,9,0,4
4/16/21,2,26.9,30.7,22.9,84,1.6,7.6,0,4
4/17/21,2,27.6,32.8,23.6,80,2.3,9.3,0,4
4/18/21,2,27,31.6,24.3,75,2.2,9.6,0,4
4/19/21,2,25,28.2,23,85,1.7,7.3,0,4
4/20/21,2,26.6,31.7,23,80,1.7,9.4,0,3
4/21/21,2,27.7,30.9,23.2,77,2,9.1,0,3
4/22/21,2,28,31.9,24.5,79,1.8,8.3,0,3
4/23/21,2,28.5,34.1,24.3,82,2.2,8.2,0,3
4/24/21,2,27.9,31.3,26.3,82,2.8,10.8,0,3
4/25/21,2,25.1,30.4,22.6,92,1.2,8.9,7,3
4/26/21,2,24.4,27.9,23.3,93,1.1,5.7,2,3
4/27/21,2,25.2,30.3,22.7,91,1.4,9.1,1,4
4/28/21,2,26.4,29.9,24.1,86,1.5,7.4,0,4
4/29/21,2,25.6,27.7,23.6,92,1.4,7,11.5,4
4/30/21,2,26.6,30.8,23.6,86,1.9,8.1,0,4
5/1/21,2,26.6,31.5,23.4,82,1.3,7.2,0,4
5/2/21,2,27.6,32.6,23.3,77,1.7,7.8,0,4
5/3/21,2,27.3,30.9,24.7,84,1.1,5.9,0,4
5/4/21,2,28.4,37.8,24.8,83,2.5,14,0,4
5/5/21,2,,34.2,25.4,82,1.8,8.3,0,4
5/6/21,2,,33.1,25.2,79,2,7.7,0,4
5/7/21,2,,33.2,26.3,80,1.8,8,0,4
5/8/21,2,,33.2,26.4,82,2,9.8,0,4
5/9/21,2,,34,25.5,79,2,9.5,0,4
5/10/21,2,,33.6,26.3,82,2,7.7,0,3
5/11/21,2,,33.2,25.2,80,1.9,7.8,0,3
5/12/21,2,,36.8,25.4,74,2,9.7,0,3
5/13/21,2,,34.8,27,83,2.4,10.5,0,3
5/14/21,2,,37.4,26.9,74,2,15,0,3
5/15/21,2,,,26.2,75,3.2,15,0,3
5/16/21,2,,36.9,29,83,2.4,10.9,0,3
5/17/21,2,,36.1,29.5,85,2.4,9.4,0,3
5/18/21,2,,39.3,30.9,85,2.8,10.5,0,4
1/24/18,3,20.9,25,17.1,85,1.7,7.2,0,0
1/25/18,3,21.6,26.3,17.9,82,1.3,5.6,0,0
1/26/18,3,20.5,26.4,17,83,2,7.5,0,0
1/27/18,3,19.8,23.8,16.4,82,1.8,8.3,0,0
1/28/18,3,21,28.5,17,87,1.9,6.5,0,0
1/29/18,3,17.3,19.3,14.9,95,1.5,5.5,2,0
1/30/18,3,17.3,21.6,14,91,1.4,5.7,0.5,0
1/31/18,3,19.2,25.5,14.6,85,1.9,7.3,0,0
2/1/18,3,16.4,19.8,13.4,94,2,6.7,4,0
2/2/18,3,17,23.3,13.6,85,2.3,9.1,0,0
2/3/18,3,14.4,17.6,12.4,86,1.9,6.4,0,0
2/4/18,3,13,17,10.9,85,1.8,7.1,0,0
2/5/18,3,11.2,13.3,9.9,86,1.9,5.8,0,0
2/6/18,3,13.9,19.5,9.2,72,1.8,6.3,0,0
2/7/18,3,14.5,17.8,11.6,88,1.6,5.8,1,0
2/8/18,3,16.2,19.9,13.6,92,1.5,5.1,0,0
2/9/18,3,19,25.1,15.2,87,1.3,5.2,0,0
2/10/18,3,21.2,27.8,16.9,85,1.9,6.3,0,0
2/11/18,3,16.7,20.1,13.8,95,1.6,5.7,0.5,0
2/12/18,3,17.2,21.3,13.5,81,1.3,5.2,0,0
2/13/18,3,17.6,21.7,13.4,79,2,8.3,0,0
2/14/18,3,20.1,26.6,14.6,73,1.6,7.4,0,0
2/15/18,3,23.5,30.6,17.6,76,1.9,8.3,0,0
2/16/18,3,23.1,26.2,20,93,1,5,0.5,0
2/17/18,3,22,26,19.3,92,1.6,7.1,0,0
2/18/18,3,21.4,26.5,17.5,87,1.7,6.4,0,0
2/19/18,3,23.9,30.1,18.8,76,1.8,6.5,0,0
2/20/18,3,24.3,30,19.5,78,1.8,6.8,0,0
2/21/18,3,23.6,28.5,20.3,84,1.8,7.8,0,0
2/22/18,3,20.5,25,16.4,88,1.9,7.4,0,0
2/23/18,3,20.3,24.9,16.6,89,1.7,8.5,0,0
2/24/18,3,21.3,24.4,19,89,1.4,6.7,0,0
2/25/18,3,22.9,28.7,19.2,81,1.5,7,0,0
2/26/18,3,20.6,25.1,17,88,1.6,6.7,0,0
2/27/18,3,21.5,26.6,17.1,82,1.7,7,0,0
2/28/18,3,23.7,29.4,20,84,1.6,6.6,0,0
3/1/18,3,23.4,27.6,18.9,83,1.7,7,0,3
3/2/18,3,24.7,28.7,21.3,87,1.5,6.6,0,3
3/3/18,3,25.9,30.2,21.7,84,1.7,8.3,0,3
3/4/18,3,26.3,29.9,22.9,91,2.1,9.4,0,3
3/5/18,3,27.4,32.3,23.2,80,1.7,8.9,0,3
3/6/18,3,23.4,25.3,20.7,89,1.5,7,0,3
3/7/18,3,22.6,26.7,19.7,84,1.7,6.6,0,3
3/8/18,3,18.4,22.9,12.7,93,1.8,6.9,14,1
3/9/18,3,15.3,18.6,11.8,91,1.2,6.8,3,1
3/10/18,3,18,22.5,13,79,1.8,7.9,0,1
3/11/18,3,19.7,25,14.1,72,1.8,8.6,0,1
3/12/18,3,20.6,25.5,15.1,72,1.8,7.6,0,1
3/13/18,3,21.7,26.6,16.2,68,1.5,7.6,0,1
3/14/18,3,22.7,28.3,17.5,65,1.7,8.1,0,1
3/15/18,3,22.6,28.9,18.1,80,2.1,7.8,22,1
3/16/18,3,23.6,29,20.3,86,1.6,8.3,0,1
3/17/18,3,22.9,26.7,19.9,86,1.9,7,0,1
3/18/18,3,23.2,27.3,19.5,87,1.4,6.6,0,1
3/19/18,3,24.2,28.6,19.6,86,1.9,9.1,0,1
3/20/18,3,24,29.2,20.1,87,2.5,14.5,17.5,1
3/21/18,3,20,24.9,15.7,77,2.1,7.3,0,1
3/22/18,3,18.7,23.1,13.4,74,1.8,7.7,0,1
3/23/18,3,20.8,25.8,15.7,67,1.9,8.8,0,1
3/24/18,3,21.4,26.8,15.6,62,2,9.2,0,1
3/25/18,3,21.8,27.4,16.2,67,1.5,8.7,0,1
3/26/18,3,22.3,25.7,17.8,72,1.9,8,0,1
3/27/18,3,23,26.9,19.6,77,1.9,7.8,7.5,1
3/28/18,3,23.3,27,18.7,77,1.8,7.9,0,2
3/29/18,3,23.8,27.6,20.4,79,1.7,7.9,0,2
3/30/18,3,22.7,27.7,19.2,84,1.9,8.1,0,2
3/31/18,3,23.4,27.6,19.4,80,2.1,9.7,0.5,2
4/1/18,3,23.6,26.7,20.6,79,1.8,8.1,0,2
4/2/18,3,24.2,27.4,20.7,78,2,8.8,0.5,2
4/3/18,3,24.6,27.7,20.4,78,1.8,9,0,2
4/4/18,3,24.8,27.7,21.6,80,1.8,8.3,0,2
4/5/18,3,25.5,29.3,22.2,75,2.1,9.4,0,2
4/6/18,3,24.2,29.7,18.5,84,2,9.2,7.5,2
4/7/18,3,18.5,21.2,16,75,1.5,6.1,0,2
4/8/18,3,20.8,24.9,16.8,71,2,9.1,0,2
4/9/18,3,21.7,25.7,16.9,70,2,7.7,0,2
4/10/18,3,23.4,28.9,17.8,76,1.4,5.9,0,2
4/11/18,3,26.2,30.4,21.5,85,2,8.4,0,2
4/12/18,3,27.4,31,24.2,82,2,7.6,0,2
4/13/18,3,27.6,31.1,23.6,84,2.3,9.9,0,2
4/14/18,3,27.4,30.9,24.1,86,2.1,10.2,0,2
4/15/18,3,26.4,31.2,20.1,84,2.6,10,0,2
4/16/18,3,24.6,27.1,22.1,78,2.1,8.6,0,2
4/17/18,3,24.3,29,21,75,2.2,9.4,0,2
4/18/18,3,24.1,28.2,20.1,77,1.9,8.5,0,2
4/19/18,3,25.4,30.2,21.8,78,2.1,9.7,0,2
4/20/18,3,25.6,29.7,22.3,81,2.2,8.2,0,2
4/21/18,3,26.6,30,23.1,74,1.4,8.7,0,2
4/22/18,3,27.7,32.5,23.6,77,2.1,10.3,0,2
4/23/18,3,28.1,32.6,24.2,85,3.4,15.1,0,2
4/24/18,3,27.2,29.6,24.7,86,1.8,6.7,0,2
4/25/18,3,25.7,28.3,23.8,93,1.2,6.4,10,2
4/26/18,3,25,27.5,22.9,91,1.1,6.1,4,2
4/27/18,3,25.7,29,23.2,88,1.9,7.8,0,2
4/28/18,3,26.2,29.9,24.1,87,1.6,6.5,0,2
4/29/18,3,26.4,29.3,24.3,88,1.7,7.5,0,2
4/30/18,3,27.3,31,24.3,85,1.7,7.8,0,2
5/1/18,3,27.3,31.9,23.9,84,1.9,9.8,0,2
5/2/18,3,27.8,31.5,23.3,80,2.1,8.3,0,2
5/3/18,3,27.9,32.1,24.8,77,2.2,8.8,0,2
5/4/18,3,26.8,30.8,24.9,81,1.4,8,0,2
5/5/18,3,27.4,32.6,22.8,76,1.7,7.9,0,2
5/6/18,3,28.2,31.8,24.2,82,2.3,12.6,0,2
5/7/18,3,28.8,32.3,24.8,77,1.8,7.4,0,2
5/8/18,3,26.5,29.4,23.9,94,1.5,9.3,32,2
5/9/18,3,25.3,30.4,22.8,94,1.7,14.7,50,2
5/10/18,3,24.6,27.8,22.9,95,1.6,7.2,10,1
5/11/18,3,25.3,28.4,23.4,92,1.6,8,0,1
5/12/18,3,26.5,29.7,23.3,84,1.8,6.8,0,1
5/13/18,3,27.5,30.5,24.4,82,1.4,7.1,0,1
5/14/18,3,28.1,32.2,23.8,82,1.9,7.3,0,1
5/15/18,3,28.9,32.4,24.9,83,2.3,9.5,0,1
5/16/18,3,29.1,32.3,25.3,84,2.6,11.5,0,2
1/25/19,3,20.4,26.6,15.4,74,1.6,7.9,0,0
1/26/19,3,18.9,24,15.1,78,1.5,4.8,0,0
1/27/19,3,18.5,22.4,15.3,76,1.5,7.2,0,0
1/28/19,3,19.6,24.4,15.3,83,2,8.3,0,0
1/29/19,3,20.9,25.5,16.8,75,1.8,8.3,0,0
1/30/19,3,21.5,27.4,15.9,73,2,8.2,0,0
1/31/19,3,23.8,30.1,18.8,67,1.8,9.2,0,0
2/1/19,3,21.4,24.5,18.2,80,1.5,6.8,0,0
2/2/19,3,22,27.1,18.2,85,1.8,7.6,0,0
2/3/19,3,23.6,29.4,17.9,88,2,12.7,0,0
2/4/19,3,23.4,27.7,21,94,1.5,8.8,0,0
2/5/19,3,22.4,26.6,18.6,91,2,7.4,0,0
2/6/19,3,22.6,26.9,18.4,88,1.8,7.6,0,0
2/7/19,3,24.3,31.6,19.2,69,2.4,8.6,0,0
2/8/19,3,22.3,26.6,18.1,79,2.1,7.6,0,0
2/9/19,3,22.7,28.6,18,78,1.9,8.6,0,0
2/10/19,3,22.6,27.7,18.2,82,1.7,7.9,0,0
2/11/19,3,22.7,27.7,19.3,82,1.6,6.7,0,0
2/12/19,3,22.5,26.9,17.8,86,1.6,6.5,0,0
2/13/19,3,24.4,29.8,20.1,84,2.3,8.6,0,0
2/14/19,3,24.5,28.8,21.1,85,1.7,7.7,0,0
2/15/19,3,23.5,28.3,19.5,81,2.1,10.4,0,0
2/16/19,3,23.5,29,19.7,81,1.9,7.4,0,0
2/17/19,3,22.3,27.4,19.3,87,2,8.3,0,0
2/18/19,3,24.2,29.6,19.4,85,2.6,13.4,0,0
2/19/19,3,26,31,22.1,87,1.6,7.5,0,0
2/20/19,3,25.5,29,22,86,2,10.6,0,0
2/21/19,3,25,28.7,21.6,83,2,12.3,0,0
2/22/19,3,23.4,29.8,20.1,83,2.2,9.6,0,0
2/23/19,3,21.5,25.1,18.1,83,1.8,8.7,0,0
2/24/19,3,21.5,25.8,18.8,87,1.6,6.7,0,0
2/25/19,3,21.8,27.5,18.3,90,1.6,6,1,0
2/26/19,3,22.5,26.8,18.4,86,2,7.2,0,0
2/27/19,3,23.4,28.2,18.8,85,1.8,7.4,0,3
2/28/19,3,24.9,29.9,21.4,80,2.1,7.5,0,3
3/1/19,3,23.2,27,20.3,89,1.9,7.9,0,3
3/2/19,3,23.2,28.1,18.7,88,1.9,8.9,0,3
3/3/19,3,23.7,28,20.1,79,2.2,9.8,0,3
3/4/19,3,22.6,26.8,18.7,85,1.6,7.3,0,3
3/5/19,3,25.5,31.5,20.1,70,1.9,11.1,0,3
3/6/19,3,24.1,28.9,20.4,86,2.2,8.1,0,3
3/7/19,3,20.5,25.7,17.4,98,1.7,6,0.5,4
3/8/19,3,19.3,24.3,16.7,96,1.5,7.5,0,4
3/9/19,3,23.2,28.9,18.8,92,1.6,9.5,6.5,4
3/10/19,3,22.4,27.5,19.3,93,2.3,10.6,38.5,4
3/11/19,3,20.8,23.6,18.9,99,1.4,5.9,8.5,4
3/12/19,3,21.6,26.1,17.5,84,1.7,7.7,0,4
3/13/19,3,23,26.9,19.9,78,1.7,6.7,0,4
3/14/19,3,23.2,28.4,19.2,80,2,8.5,0,3
3/15/19,3,22,26.5,19.1,85,1.3,6.6,0,3
3/16/19,3,23.1,26.5,19.8,72,1.5,7.5,0,3
3/17/19,3,23.9,27.2,20.2,74,1.6,7.4,0,3
3/18/19,3,24.3,29,20.1,82,1.6,7.1,0,3
3/19/19,3,24.8,30,20.9,86,1.5,7.2,0,3
3/20/19,3,25.4,29.9,21.6,90,1.7,10.9,0,3
3/21/19,3,25.1,30,20.5,88,1.9,6.7,0,3
3/22/19,3,25.9,31.7,21.4,79,2.4,8.6,0,3
3/23/19,3,21.5,23.8,18.2,99,1.3,5.9,3.5,3
3/24/19,3,20.8,23.6,18,96,1.3,5.3,0,3
3/25/19,3,23.4,29.4,18.3,85,1.8,6,0,3
3/26/19,3,23.6,28.3,19.1,87,1.5,6.6,0,3
3/27/19,3,24.7,29.3,20.9,89,1.6,8.4,0,3
3/28/19,3,25.5,29,22.2,91,1.6,7.6,0,3
3/29/19,3,25.6,29.1,22.4,87,2.2,9.2,0,3
3/30/19,3,25,28.1,22.3,90,2.1,10,0,3
3/31/19,3,24.9,28.4,22,85,1.9,8.4,0,3
4/1/19,3,23,27.2,20,85,1.4,7.7,0,3
4/2/19,3,23.6,27.3,19.4,84,1.8,8.6,0,0
4/3/19,3,25.3,30.8,21.3,80,1.5,7.9,0,0
4/4/19,3,24.6,29.4,21.2,89,1.7,8.6,0,0
4/5/19,3,25.7,30.6,22.3,85,1.9,9.2,0,0
4/6/19,3,25.2,28.4,21.8,84,1.5,7.4,0,0
4/7/19,3,25.7,30.3,21.2,85,1.8,9,0,0
4/8/19,3,25.7,29.6,22.2,85,1.6,7.4,0,0
4/9/19,3,26.5,30.4,21.8,87,1.9,11.4,0,0
4/10/19,3,26.8,33.4,22.5,84,1.9,8,0,0
4/11/19,3,26.8,30.7,22.9,82,2,8.3,0,4
4/12/19,3,25.3,28.4,21.6,84,2.1,8.4,0,4
4/13/19,3,26.2,30.5,23,84,1.3,6.9,0,4
4/14/19,3,26.9,31.1,23.9,80,1.8,6,0,4
4/15/19,3,25.6,29.1,23.1,87,1.6,7.1,0,4
4/16/19,3,24.1,25.8,22.6,99,1.6,8.3,0,4
4/17/19,3,25.1,29.6,21.3,88,2.1,8.8,0,4
4/18/19,3,26.6,30.7,22.8,83,1.9,7.8,0,4
4/19/19,3,24.7,30.3,21.9,96,1.9,14.7,20,4
4/20/19,3,27.2,33.2,22.3,81,1.8,7.3,0,4
4/21/19,3,25.8,29.7,24.1,96,1.6,8.3,6,4
4/22/19,3,27.1,30.3,23.7,95,2.2,8.7,0,4
4/23/19,3,27.8,31.1,20.3,89,2.4,8.9,0,4
4/24/19,3,27.7,31.8,24.2,89,1.7,8.6,0,4
4/25/19,3,28,33.2,23.2,77,1.8,8.6,0,4
4/26/19,3,27.8,31.5,23.2,80,2,7.9,0,4
4/27/19,3,27.5,31,24.9,89,1.6,6.2,0,4
4/28/19,3,27.6,31,24.8,89,1.8,8,0,4
4/29/19,3,28.2,32.5,24.1,86,2,8.8,0,4
4/30/19,3,28.2,31.6,25.5,84,2.2,9.6,0,4
5/1/19,3,24.9,28.1,22.2,99,1.4,9.7,71.5,4
5/2/19,3,24.3,27.6,21.5,98,1.5,5.9,8.5,3
5/3/19,3,23.9,28.2,21.8,95,1.2,5.9,3.5,3
5/4/19,3,24.1,27.5,21.9,95,1.5,4.7,0,3
5/5/19,3,24.7,28.3,21.9,92,1.3,4.8,1,3
5/6/19,3,23,24.5,21.3,99,1.3,5.6,74.5,3
5/7/19,3,24.1,27.3,22.1,99,1.1,6,2,3
5/8/19,3,24.9,29.2,21.9,95,1.5,7.5,0,3
5/9/19,3,26.4,30.8,23.5,91,1.2,6.7,0,4
5/10/19,3,26.6,30.3,24.6,97,1.2,5.9,1,4
5/11/19,3,27.6,32.3,24,91,1.7,9,0,4
5/12/19,3,28.1,31.6,24.5,87,1.5,6.8,0,4
5/13/19,3,28.8,32.4,24.7,79,2.1,9.2,0,4
5/14/19,3,29.1,33.6,25,83,2,9.2,0,4
