date,fieldnum,temp,maxtemp,mintemp,RH,windspeed,maxwind,precipitation,categorical
4/27/17,12,21.1,25.2,16.8,89,2.1,8,3,2
4/28/17,12,20.8,27.4,16.4,70,1.8,6.7,0,2
4/29/17,12,23.7,29.1,19.2,61,1.2,6.4,0,2
4/30/17,12,24.5,30.4,18.8,59,1.1,5.4,0,2
5/1/17,12,25.7,31,20.7,63,1.1,6.9,0,2
5/2/17,12,27.3,33.3,22.9,70,1.1,6.4,0,2
5/3/17,12,27.8,33.9,24.1,74,1.4,7,0,2
5/4/17,12,28.2,33.5,24.1,75,1.4,7.3,0,2
5/5/17,12,28.7,33.8,24.4,75,1.3,6.4,0,2
5/6/17,12,28.3,32.9,25.1,76,1.5,7.7,0,2
5/7/17,12,27.5,33.2,23,76,1.6,6.9,0,2
5/8/17,12,28.3,32.8,25.1,75,1.5,7.1,0,2
5/9/17,12,28.7,33.9,24.5,73,1.7,8.8,0,2
5/10/17,12,28.7,33.9,24.8,77,1.1,7.7,0,2
5/11/17,12,29.1,34.2,25.7,74,1.1,6.9,0,4
5/12/17,12,29.4,35.3,24.8,72,1.9,10.9,0,4
5/13/17,12,28.8,33.8,25.6,76,1.5,7.1,0,4
5/14/17,12,29,34.9,25.6,72,1.5,7.1,0,4
5/15/17,12,28.4,33.6,25.3,75,1.5,6.7,0,4
5/16/17,12,24.3,26.7,21.3,94,1.6,8.1,41.5,4
5/17/17,12,25.5,31.8,21.6,79,1.6,6.5,0,4
5/18/17,12,27.2,32.7,23.3,76,1.2,5.5,0,4
3/7/18,12,21.4,28.5,18.9,81,1.8,9,0,0
3/8/18,12,16.5,19.6,12.1,89,2.8,13.7,1.5,0
3/9/18,12,15.3,20.5,11.8,69,2,8.2,0,0
3/10/18,12,17.7,25.3,12.1,70,1.5,7.7,0,0
3/11/18,12,19.3,26,13.5,75,1,6.7,0,0
3/12/18,12,20.2,27.3,14.8,76,1.4,6,0,0
3/13/18,12,21.3,27.5,15.8,70,1.4,6.6,0,0
3/14/18,12,22,27.2,18,71,1,4.8,0,0
3/15/18,12,22.7,28.7,19.3,77,1.7,6.7,15,0
3/16/18,12,23.4,28.6,20.1,85,1.9,8.9,0,0
3/17/18,12,22.4,27.8,19.1,84,2,8.3,0,0
3/18/18,12,23.3,30.3,19.4,83,1.4,6.1,0,0
3/19/18,12,25.3,31.4,20.2,79,1.6,7.1,0,0
3/20/18,12,23.4,30,19.1,88,2.2,10.2,6.5,0
3/21/18,12,18.7,22.3,14.5,70,3,12.4,0,0
3/22/18,12,18.6,25.7,13.2,60,1.7,7.2,0,0
3/23/18,12,20.9,27.3,15,58,1.3,7.6,0,0
3/24/18,12,21.2,28.3,15.3,57,1.3,6.3,0,0
3/25/18,12,21.8,28.2,16.8,66,1.4,6.7,0,0
3/26/18,12,22.4,29.2,17.3,72,1.6,8.9,0,0
3/27/18,12,23.1,28.3,19.5,75,1.9,9.4,0,0
3/28/18,12,23.5,29.7,18.6,77,1.6,7.8,0,3
3/29/18,12,23.8,28.6,20.4,79,1.3,7.1,0,3
3/30/18,12,24.1,30,19.3,75,1.5,7.1,0,3
3/31/18,12,24.5,30.4,20.7,76,1.6,7.1,0,3
4/1/18,12,25.1,30.2,21.3,75,1.3,7.1,0,3
4/2/18,12,25.3,29.9,21.5,72,1.1,7,0,3
4/3/18,12,25.5,29.8,22.1,72,1.1,6.9,0,1
4/4/18,12,25.8,30.6,22,73,1.4,7.3,0,1
4/5/18,12,26.7,31.1,23.7,70,1.2,7.2,0,1
4/6/18,12,24.1,30.1,17.7,72,2.4,11.4,0,1
4/7/18,12,18.1,19.8,16.9,55,2.3,10.8,0,1
4/8/18,12,20.7,27.1,15.1,54,1.5,7.3,0,1
4/9/18,12,22.2,28.6,16.7,61,1.4,7,0,1
4/10/18,12,24.6,31.9,16.7,61,1.4,7.7,0,1
4/11/18,12,27,33.1,21.2,75,1.5,7,0,1
4/12/18,12,28.6,33.1,25.6,77,1.8,8.5,0,2
4/13/18,12,28.5,33.7,24.5,79,1.7,8.3,0,2
4/14/18,12,28.7,34.1,25,79,1.8,9.1,0,2
4/15/18,12,25.2,30.2,19.3,82,2.3,9.9,0.5,2
4/16/18,12,23.2,29.2,19.4,74,1.9,7.2,0,2
4/17/18,12,21.8,26.7,19.3,83,2.3,8.2,2,2
4/18/18,12,23.5,29.9,18.2,74,1.2,5.9,0,2
4/19/18,12,25.3,30.5,21.3,73,1.2,7,0,2
4/20/18,12,25.7,29.8,21.9,72,1.2,6.6,0,2
4/21/18,12,26.3,31.4,22.7,76,1.3,6.8,0,2
4/22/18,12,28,33.8,23.4,71,1.2,6.8,0,2
4/23/18,12,28.9,34.7,23.8,73,2.3,12,0,2
4/24/18,12,27.5,31.5,25.6,83,1.6,5.9,0,2
4/25/18,12,25.7,28.1,22.7,78,1.1,5.2,0,4
4/26/18,12,26.4,31.8,23.1,70,1.4,6.4,0,4
4/27/18,12,26.6,31.8,22.7,73,1.5,7.8,0,4
4/28/18,12,27.3,31.5,24.3,74,1.2,6.5,0,4
4/29/18,12,27.5,31.8,23.9,75,1.2,6,0,4
4/30/18,12,28.1,33.2,23.9,76,1.2,6.8,0,4
5/1/18,12,28.5,32.9,24.9,78,1.7,7.9,0,4
5/2/18,12,28.8,34.2,24.9,74,1.6,7,0,4
5/3/18,12,28.2,33.3,24.3,72,1.9,9,0,4
5/4/18,12,27.1,32.7,23.1,71,1.3,6.6,0,4
5/5/18,12,28.6,33.6,24.5,70,1.3,7.4,0,4
5/6/18,12,29.2,34.6,24.9,73,2.2,10.7,0,4
5/7/18,12,29.7,34,26,72,2.1,9,0,4
5/8/18,12,27.7,33.2,24.4,85,1.5,6.7,18.5,4
5/9/18,12,25.7,29.8,22.8,92,1.2,5.5,23.5,4
5/10/18,12,26.3,31.5,22.3,79,1.5,5,0,4
5/11/18,12,26.8,31.2,23.2,78,1.5,7.1,0,4
5/12/18,12,27.4,31,24.8,80,1.4,6.9,0,4
5/13/18,12,27.8,32.2,20.6,77,1.7,7,0,4
5/14/18,12,28.8,33.9,24.5,75,1.5,7.8,0,4
5/15/18,12,29.6,34.7,25.3,77,1.8,9.3,0,4
5/16/18,12,30,35.2,26.2,80,2,10.5,0,4
2/24/20,12,21.6,27.9,16.9,82,1,7.9,0,0
2/25/20,12,23.6,29.8,18.1,73,1.4,8,0,0
2/26/20,12,24.3,30.3,19.6,76,1.6,8.7,0,0
2/27/20,12,22.6,27.6,20.1,80,1.9,7.3,0,0
2/28/20,12,22.6,28.6,18.7,78,1.3,7.5,0,0
2/29/20,12,24.7,30.7,20.3,72,1,6.1,0,0
3/1/20,12,24.4,30.3,21,78,1.5,8.1,0,0
3/2/20,12,21.9,27.1,19,76,1.9,5.8,0,0
3/3/20,12,22.5,28.2,17.5,69,2.4,8.4,0,3
3/4/20,12,22.1,26.7,17.7,76,2.4,9.5,0,3
3/5/20,12,18.2,22.7,15.7,81,2.1,8.4,0.5,3
3/6/20,12,20.6,25.6,16.2,77,1.1,5.8,0,3
3/7/20,12,23.7,30.6,19.2,76,1.4,6.8,0,3
3/8/20,12,23.8,30.1,20.7,81,1.6,6.2,0,3
3/9/20,12,25.5,31.2,20.4,77,2,10.7,0,3
3/10/20,12,22.5,26.2,18.7,81,2.3,10.3,12.5,3
3/11/20,12,20.4,25.2,16.5,65,1.7,6.9,0,3
3/12/20,12,23.1,30.2,18.7,76,1,7,0,3
3/13/20,12,24.2,29.5,20.3,82,1.9,7.1,0,3
3/14/20,12,19,22.5,16.6,85,2.2,8.9,13.5,3
3/15/20,12,20,25.8,16.4,58,1.8,8.1,0,3
3/16/20,12,21.3,27,16.4,66,1.1,6.4,0,3
3/17/20,12,22.3,28.1,17.4,64,1.3,6.7,0,3
3/18/20,12,22.4,27.4,19,73,1.2,5.8,0,3
3/19/20,12,24.5,29.8,20.5,74,1.3,6.5,0,3
3/20/20,12,24.5,30.6,21,76,1.4,6.4,0,3
3/21/20,12,24.7,30.5,20.7,79,0.9,6.5,0,3
3/22/20,12,25.4,30.3,21.8,78,1,6.7,0,3
3/23/20,12,25,30.3,21.6,79,1.7,8,0,3
3/24/20,12,24.2,28.1,21.4,78,1.6,6.6,0,3
3/25/20,12,25.2,30.2,21.6,80,1.2,6.9,0,3
3/26/20,12,27.4,33.6,21.3,70,1.4,10.7,0,3
3/27/20,12,27.4,33.4,23.3,75,1.9,10.2,0,3
3/28/20,12,23.4,29.3,17.2,80,2.2,10.5,33,3
3/29/20,12,21.5,27.5,16.5,71,1.9,6.8,0,3
3/30/20,12,24,30.3,19.5,76,1.2,6.1,0,3
3/31/20,12,24.2,31,19.8,80,1.5,8.2,0,2
4/1/20,12,23.2,27.9,19.1,79,2.6,8.8,0,2
4/2/20,12,21,24.1,18.3,82,1.6,8.1,0.5,2
4/3/20,12,22.8,29.2,19.9,80,1.9,7.4,0,2
4/4/20,12,22,26.9,18.3,77,2.3,10.2,0,2
4/5/20,12,20.1,25.2,17.4,73,2.3,8.7,0,2
4/6/20,12,19.1,22.1,17.2,88,1.9,7.9,9.5,2
4/7/20,12,20.6,26,17.5,82,2.4,9.2,7.5,2
4/8/20,12,21.2,28.5,16.3,77,1.7,6.6,0,2
4/9/20,12,22.7,28.2,18.8,75,1.9,7.9,0,2
4/10/20,12,23.8,29.5,19.1,74,1,6.8,0,2
4/11/20,12,23.4,29.6,19.7,78,1.4,6.8,0,2
4/12/20,12,20.3,24.2,15.3,68,3.2,12.2,0.5,2
4/13/20,12,19.2,25.7,14.3,45,2.3,12.4,0,2
4/14/20,12,20.8,26,15.2,63,1,4.5,0,2
3/3/21,13,17.6,23.4,14.6,85,1.8,7.4,5,0
3/4/21,13,19.9,26.8,15.2,82,2,6.9,0,0
3/5/21,13,22.2,29.1,17.3,82,1.4,7,0.5,0
3/6/21,13,22.4,28.5,17.9,83,2.2,8,0,0
3/7/21,13,19.4,24.7,16.6,88,2.9,8.8,0,0
3/8/21,13,19.6,25.3,16.6,84,2.5,8.7,0,0
3/9/21,13,19.5,26.7,16.3,86,2.2,8.6,0,0
3/10/21,13,20.4,26.9,16.7,84,1.5,7.5,0,0
3/11/21,13,20.8,26.9,16.6,83,1.4,7.6,0,0
3/12/21,13,21.6,28,16.5,80,2.1,10.8,0,0
3/13/21,13,20.6,27.4,17.5,81,2.1,9.4,0,0
3/14/21,13,20.4,26.8,16.5,78,1.8,7.5,0,0
3/15/21,13,21.3,26.7,16.2,75,1.4,8,0,0
3/16/21,13,22.8,30,17.6,72,1.8,7.8,0,0
3/17/21,13,23.8,29.4,18.5,76,2.1,7.8,0,0
3/18/21,13,23,29.4,18.8,82,2.2,7.1,0,0
3/19/21,13,23.3,29.9,19,82,1.5,7.1,0,0
3/20/21,13,24.4,30,20.9,78,1.6,8.1,0,0
3/21/21,13,20,24.8,15.3,83,3.3,11,0,0
3/22/21,13,15,16.5,13.4,82,2.7,7.6,0,0
3/23/21,13,18.1,23.4,14,81,1.4,6.8,0,0
3/24/21,13,18.4,22.2,16.5,90,2.5,8.3,3,3
3/25/21,13,19.1,25.7,13.9,75,2.2,7.1,0,3
3/26/21,13,21.3,26.7,16.9,80,2,8.2,0,3
3/27/21,13,24.2,30.3,19.5,74,1,6.8,0,3
3/28/21,13,25.5,31.8,21.2,75,1.2,8.3,0,3
3/29/21,13,25.3,30.7,20.7,78,1.7,6.7,0,3
3/30/21,13,26.2,31.2,23.3,81,1.5,7.8,0,3
3/31/21,13,26.5,31.9,21.7,80,1.3,7.6,0,3
4/1/21,13,26.4,33.2,22.9,78,1,7.1,0,3
4/2/21,13,26.6,32.6,21.5,77,1.4,6.4,0,3
4/3/21,13,26.1,31.7,22.5,80,2.1,7.6,0,3
4/4/21,13,24.7,30.2,20.3,79,2.2,6.8,0,3
4/5/21,13,21.9,27.9,18.8,62,2.4,6.5,0,3
4/6/21,13,22,29,16.9,68,2,8.4,0,3
4/7/21,13,21.8,25.9,18.6,76,1.2,5.3,0,4
4/8/21,13,22.1,27.8,18.8,80,2.4,10,0,4
4/9/21,13,19.7,25.1,17,79,2.9,8.9,0,4
4/10/21,13,21.1,28,16.8,78,2,8.1,0,4
4/11/21,13,22.6,29.5,17.2,79,1.9,7.3,0,4
4/12/21,13,23.7,29.9,19.3,79,1.5,7.7,0,4
4/13/21,13,24.9,30.9,19.7,78,1.9,7.6,0,4
4/14/21,13,23.9,29.2,20.4,80,2.9,8.2,0,4
4/15/21,13,22.9,28.8,18.9,79,2.6,9,0,4
4/16/21,13,24.5,31.4,19.5,78,1.8,7.8,0,4
4/17/21,13,24.7,30.8,21.2,73,2.4,8.3,0,4
4/18/21,13,24.7,29.9,20.9,70,1.6,7.2,0,4
4/19/21,13,23.7,28.6,19.2,70,1.1,6.6,0,4
4/20/21,13,24.8,30.1,21.2,74,1.1,5.7,0,4
4/21/21,13,25.6,31.2,21.7,76,1.4,8.1,0,4
4/22/21,13,24.8,29.7,21.6,85,1.6,7.2,0,4
4/23/21,13,25,29.9,21.8,85,2.5,10.8,0,4
4/24/21,13,24.8,32.6,21.4,82,1.8,9.2,0,4
4/25/21,13,22.9,26.8,20.7,91,1.2,6.3,18.5,4
4/26/21,13,23.8,28.8,20.5,85,1.8,9.2,0,4
4/27/21,13,23.6,27.1,21.7,86,1.6,6.3,0,4
4/28/21,13,24.4,29.2,20.4,81,1.5,7.9,0,3
4/29/21,13,22.4,23.8,21.1,94,1.5,4.7,3,3
4/30/21,13,24.6,30.1,20.2,79,1.2,6.6,0,3
5/1/21,13,25.3,30.7,20.5,73,1.2,7.3,0,3
5/2/21,13,25.6,31.2,21.4,77,1.6,7.8,0,3
5/3/21,13,25.1,28.4,23,85,1.3,6.4,0,3
5/4/21,13,27.8,34.4,22.9,74,2,9.6,0,3
5/5/21,13,27,32.8,21.9,76,2.6,9.3,0,3
5/6/21,13,25.9,32.4,20.6,76,1.6,8.2,0,4
5/7/21,13,27.7,33,23.6,75,1.2,8.4,0,4
5/8/21,13,28.5,34.7,24.1,76,2.3,10.1,0,4
5/9/21,13,28.4,33.4,24.7,77,1.4,6.6,0,4
5/10/21,13,28.1,33.7,24.5,78,1.8,9,0,4
5/11/21,13,29,34.8,24.8,71,2.3,9.7,0,4
5/12/21,13,29.1,35,22.7,69,1.4,8.2,0,0
5/13/21,13,29.6,35.7,24.4,70,1.6,8,0,0
5/14/21,13,29.3,35.3,25.3,72,1.6,8.3,0,0
5/15/21,13,29.9,36,24,66,2.3,10.9,0,0
5/16/21,13,30.2,36.4,26.1,70,2.8,10.5,0,0
5/17/21,13,29.5,35.1,24.2,73,1.6,9.4,0,0
5/18/21,13,30,35,26,72,1.8,9.2,0,0
5/19/21,13,30.5,36.6,26.2,70,2.9,11.7,0,0
5/20/21,13,30.7,35.5,27.4,61,3,11,0,3
5/21/21,13,30.5,35.3,25.7,67,2,9.5,0,3
5/22/21,13,30.2,35.4,26,70,1.4,8.7,0,3
5/23/21,13,30.5,35.6,25.9,71,1.5,8.1,0,3
5/24/21,13,30.6,35.2,26.9,69,2,9.3,0,3
5/25/21,13,29.9,35.2,25.5,72,2,9,0,3
5/26/21,13,29,34.8,26,80,1.5,9.3,2,3
5/27/21,13,29.9,36,25.2,71,2,9.4,0,3
5/28/21,13,30.3,35.1,25.9,71,1.9,10.1,0,3
5/29/21,13,29.1,35,26.8,81,2,12.6,0,0
5/30/21,13,25.5,28.4,24.1,94,2,10.1,91.5,0
5/31/21,13,27.4,32.2,24.8,93,1.7,7.7,1,0
6/1/21,13,27,32,23.5,91,1.6,11.9,53,0
6/2/21,13,29.4,34.4,24.8,79,1.7,9,0,0
6/3/21,13,29.8,34.4,24.8,79,1.7,7.5,0,0
6/4/21,13,29.9,35,24.6,77,3.2,11.8,24.5,0
6/5/21,13,25.5,30.3,23.8,96,2.5,9.9,194.5,0
6/6/21,13,24.9,27.5,23.8,94,3.7,13,54.5,0
6/7/21,13,26.5,30,23.2,86,1.1,10.7,3,0
6/8/21,13,26.9,33.9,22.6,88,1.4,9.5,31.5,0
6/9/21,13,27.5,34.9,24.2,87,1.1,13.2,19.5,3
3/3/21,14,17.6,23.4,14.6,85,1.8,7.4,5,0
3/4/21,14,19.9,26.8,15.2,82,2,6.9,0,0
3/5/21,14,22.2,29.1,17.3,82,1.4,7,0.5,0
3/6/21,14,22.4,28.5,17.9,83,2.2,8,0,0
3/7/21,14,19.4,24.7,16.6,88,2.9,8.8,0,0
3/8/21,14,19.6,25.3,16.6,84,2.5,8.7,0,0
3/9/21,14,19.5,26.7,16.3,86,2.2,8.6,0,0
3/10/21,14,20.4,26.9,16.7,84,1.5,7.5,0,0
3/11/21,14,20.8,26.9,16.6,83,1.4,7.6,0,0
3/12/21,14,21.6,28,16.5,80,2.1,10.8,0,0
3/13/21,14,20.6,27.4,17.5,81,2.1,9.4,0,0
3/14/21,14,20.4,26.8,16.5,78,1.8,7.5,0,0
3/15/21,14,21.3,26.7,16.2,75,1.4,8,0,0
3/16/21,14,22.8,30,17.6,72,1.8,7.8,0,0
3/17/21,14,23.8,29.4,18.5,76,2.1,7.8,0,0
3/18/21,14,23,29.4,18.8,82,2.2,7.1,0,0
3/19/21,14,23.3,29.9,19,82,1.5,7.1,0,0
3/20/21,14,24.4,30,20.9,78,1.6,8.1,0,0
3/21/21,14,20,24.8,15.3,83,3.3,11,0,0
3/22/21,14,15,16.5,13.4,82,2.7,7.6,0,0
3/23/21,14,18.1,23.4,14,81,1.4,6.8,0,0
3/24/21,14,18.4,22.2,16.5,90,2.5,8.3,3,3
3/25/21,14,19.1,25.7,13.9,75,2.2,7.1,0,3
3/26/21,14,21.3,26.7,16.9,80,2,8.2,0,3
3/27/21,14,24.2,30.3,19.5,74,1,6.8,0,3
3/28/21,14,25.5,31.8,21.2,75,1.2,8.3,0,3
3/29/21,14,25.3,30.7,20.7,78,1.7,6.7,0,3
3/30/21,14,26.2,31.2,23.3,81,1.5,7.8,0,3
3/31/21,14,26.5,31.9,21.7,80,1.3,7.6,0,1
4/1/21,14,26.4,33.2,22.9,78,1,7.1,0,1
4/2/21,14,26.6,32.6,21.5,77,1.4,6.4,0,1
4/3/21,14,26.1,31.7,22.5,80,2.1,7.6,0,1
4/4/21,14,24.7,30.2,20.3,79,2.2,6.8,0,1
4/5/21,14,21.9,27.9,18.8,62,2.4,6.5,0,1
4/6/21,14,22,29,16.9,68,2,8.4,0,1
4/7/21,14,21.8,25.9,18.6,76,1.2,5.3,0,2
4/8/21,14,22.1,27.8,18.8,80,2.4,10,0,2
4/9/21,14,19.7,25.1,17,79,2.9,8.9,0,2
4/10/21,14,21.1,28,16.8,78,2,8.1,0,2
4/11/21,14,22.6,29.5,17.2,79,1.9,7.3,0,2
4/12/21,14,23.7,29.9,19.3,79,1.5,7.7,0,2
4/13/21,14,24.9,30.9,19.7,78,1.9,7.6,0,2
4/14/21,14,23.9,29.2,20.4,80,2.9,8.2,0,2
4/15/21,14,22.9,28.8,18.9,79,2.6,9,0,2
4/16/21,14,24.5,31.4,19.5,78,1.8,7.8,0,2
4/17/21,14,24.7,30.8,21.2,73,2.4,8.3,0,2
4/18/21,14,24.7,29.9,20.9,70,1.6,7.2,0,2
4/19/21,14,23.7,28.6,19.2,70,1.1,6.6,0,2
4/20/21,14,24.8,30.1,21.2,74,1.1,5.7,0,2
4/21/21,14,25.6,31.2,21.7,76,1.4,8.1,0,2
4/22/21,14,24.8,29.7,21.6,85,1.6,7.2,0,2
4/23/21,14,25,29.9,21.8,85,2.5,10.8,0,4
4/24/21,14,24.8,32.6,21.4,82,1.8,9.2,0,4
4/25/21,14,22.9,26.8,20.7,91,1.2,6.3,18.5,4
4/26/21,14,23.8,28.8,20.5,85,1.8,9.2,0,4
4/27/21,14,23.6,27.1,21.7,86,1.6,6.3,0,4
4/28/21,14,24.4,29.2,20.4,81,1.5,7.9,0,4
4/29/21,14,22.4,23.8,21.1,94,1.5,4.7,3,4
4/30/21,14,24.6,30.1,20.2,79,1.2,6.6,0,4
5/1/21,14,25.3,30.7,20.5,73,1.2,7.3,0,4
5/2/21,14,25.6,31.2,21.4,77,1.6,7.8,0,4
5/3/21,14,25.1,28.4,23,85,1.3,6.4,0,4
5/4/21,14,27.8,34.4,22.9,74,2,9.6,0,4
5/5/21,14,27,32.8,21.9,76,2.6,9.3,0,4
5/6/21,14,25.9,32.4,20.6,76,1.6,8.2,0,4
5/7/21,14,27.7,33,23.6,75,1.2,8.4,0,4
5/8/21,14,28.5,34.7,24.1,76,2.3,10.1,0,4
5/9/21,14,28.4,33.4,24.7,77,1.4,6.6,0,4
5/10/21,14,28.1,33.7,24.5,78,1.8,9,0,4
5/11/21,14,29,34.8,24.8,71,2.3,9.7,0,4
5/12/21,14,29.1,35,22.7,69,1.4,8.2,0,3
5/13/21,14,29.6,35.7,24.4,70,1.6,8,0,3
5/14/21,14,29.3,35.3,25.3,72,1.6,8.3,0,3
5/15/21,14,29.9,36,24,66,2.3,10.9,0,3
5/16/21,14,30.2,36.4,26.1,70,2.8,10.5,0,3
5/17/21,14,29.5,35.1,24.2,73,1.6,9.4,0,3
5/18/21,14,30,35,26,72,1.8,9.2,0,3
5/19/21,14,30.5,36.6,26.2,70,2.9,11.7,0,3
5/20/21,14,30.7,35.5,27.4,61,3,11,0,4
5/21/21,14,30.5,35.3,25.7,67,2,9.5,0,4
5/22/21,14,30.2,35.4,26,70,1.4,8.7,0,4
5/23/21,14,30.5,35.6,25.9,71,1.5,8.1,0,4
5/24/21,14,30.6,35.2,26.9,69,2,9.3,0,4
5/25/21,14,29.9,35.2,25.5,72,2,9,0,4
5/26/21,14,29,34.8,26,80,1.5,9.3,2,4
5/27/21,14,29.9,36,25.2,71,2,9.4,0,4
5/28/21,14,30.3,35.1,25.9,71,1.9,10.1,0,4
5/29/21,14,29.1,35,26.8,81,2,12.6,0,0
5/30/21,14,25.5,28.4,24.1,94,2,10.1,91.5,0
5/31/21,14,27.4,32.2,24.8,93,1.7,7.7,1,0
6/1/21,14,27,32,23.5,91,1.6,11.9,53,3
6/2/21,14,29.4,34.4,24.8,79,1.7,9,0,3
6/3/21,14,29.8,34.4,24.8,79,1.7,7.5,0,3
6/4/21,14,29.9,35,24.6,77,3.2,11.8,24.5,3
6/5/21,14,25.5,30.3,23.8,96,2.5,9.9,194.5,3
6/6/21,14,24.9,27.5,23.8,94,3.7,13,54.5,3
6/7/21,14,26.5,30,23.2,86,1.1,10.7,3,3
6/8/21,14,26.9,33.9,22.6,88,1.4,9.5,31.5,3
6/9/21,14,27.5,34.9,24.2,87,1.1,13.2,19.5,4
2/22/18,15,15.4,18.8,12.4,84,2.1,9.8,7.5,0
2/23/18,15,17.2,23.7,12.6,78,1.4,6.8,0,0
2/24/18,15,19.6,26.6,16.6,78,1.4,6.4,0,0
2/25/18,15,19,25.4,15.3,80,1.9,9.2,0,0
2/26/18,15,18,23.4,14.2,73,1.6,7.7,0,0
2/27/18,15,18.6,23.4,15.9,78,1.2,6.6,0,0
2/28/18,15,20,26.3,16.6,81,1.2,6.3,0,0
3/1/18,15,21.6,30,16.9,74,1.1,6.1,0,0
3/2/18,15,22.9,29.7,18.9,75,1,7.1,0,0
3/3/18,15,24.1,29.7,19.9,77,1.3,6.1,0,0
3/4/18,15,25.1,28.5,22.1,81,1.2,6.4,0,0
3/5/18,15,26.1,30.4,18.6,77,2.2,8,0,0
3/6/18,15,19.3,22.8,17,73,1.7,7.5,0,0
3/7/18,15,20.2,26.6,17,74,1.5,8.7,0,0
3/8/18,15,15.1,18.5,11,79,3,12.2,1.5,0
3/9/18,15,14,19.8,11.1,62,2.3,10.3,0,0
3/10/18,15,16.5,23.9,11.2,63,1.3,7.3,0,0
3/11/18,15,18,24.5,12.3,68,1.2,6.5,0,0
3/12/18,15,19,25.4,13.6,73,1.1,5.8,0,0
3/13/18,15,20.2,26,14,66,1,6.3,0,0
3/14/18,15,21,26.1,17.1,66,0.8,4.1,0,0
3/15/18,15,21.3,27.6,18,76,1.3,6.1,27.5,0
3/16/18,15,22.1,27.9,18.5,79,1.6,7.9,0.5,0
3/17/18,15,21.1,26.4,18,77,1.5,7.5,0,0
3/18/18,15,21.9,28.1,18,79,1.1,7.2,0,0
3/19/18,15,24,29.2,19.4,77,1.4,7.5,0,0
3/20/18,15,22,27.6,17.5,84,1.8,9,23,0
3/21/18,15,17.4,20.7,13.1,65,2.9,10.9,0,0
3/22/18,15,17.1,23.9,12,57,1.5,6.3,0,0
3/23/18,15,19.5,26.4,13.6,55,1.2,6.8,0,0
3/24/18,15,20.1,27.2,14.2,56,1.2,10.1,0,0
3/25/18,15,21.1,26.6,15.9,63,1.3,6.4,0,0
3/26/18,15,21.5,28,16.8,68,1.3,9.1,0,0
3/27/18,15,21.6,26.8,17.4,71,1.3,7.7,0,0
3/28/18,15,22.1,27.8,17.2,70,1.2,6.5,0,0
3/29/18,15,22.9,28.2,18.8,70,1.1,6.5,0,0
3/30/18,15,23.3,28.3,18.1,66,1.4,7,0,0
3/31/18,15,23.5,29.2,18.6,57,1.3,7,0,0
4/1/18,15,24,28.4,20.4,58,1.6,7.3,0,0
4/2/18,15,24.3,28,21.5,55,1.2,6.9,0,0
4/3/18,15,24.2,28.2,,,1.1,6.4,0,0
4/4/18,15,23,28.1,,,1.1,5.5,0,0
4/5/18,15,25.6,30,22.5,,1,7.2,0,3
4/6/18,15,22.7,29.3,16.5,,2.4,12.1,0,3
4/7/18,15,17,18.6,15.7,,2.5,11.5,0,3
4/8/18,15,19.3,25.1,13.4,,1.3,8.1,0,3
4/9/18,15,20.8,26.5,,,1.3,7.5,0,3
4/10/18,15,23.2,28.7,21.5,63,1.3,7.6,0,3
4/11/18,15,25.6,30.3,20.9,74,1.4,7,0,3
4/12/18,15,27.1,30.3,24.8,79,2,9.1,0,3
4/13/18,15,27,30.7,23.6,80,1.8,8.7,0,3
4/14/18,15,27.5,32.1,24.4,79,1.9,9.4,0,3
4/15/18,15,23.7,27.9,18.1,79,1.8,8.5,1,3
4/16/18,15,21.7,26.8,17.9,72,1.5,7.1,0,3
4/17/18,15,20.4,25.6,17.8,80,1.7,7.4,5.5,3
4/18/18,15,21.8,28.2,16.6,73,0.9,5.9,0,3
4/19/18,15,24.2,29.3,20.3,74,1.1,7.2,0,2
4/20/18,15,24.2,28.3,20.8,74,1.2,5.7,0,2
4/21/18,15,25.1,29.5,20.9,75,1.3,6.1,0,2
4/22/18,15,27.1,32.2,23.2,69,1,7.1,0,2
4/23/18,15,27.8,32.8,23.3,73,2,10.4,0,2
4/24/18,15,26.5,29.7,24.2,81,1.8,6.9,0,2
4/25/18,15,24.1,28.1,21.1,73,1.1,4.5,0,2
4/26/18,15,25,30.7,21.4,68,1.2,7.7,0,2
4/27/18,15,25.4,30.4,21.5,73,1.1,7.1,0,2
4/28/18,15,25.9,31,22.4,76,0.8,5.3,0,2
4/29/18,15,26.3,30.5,23.1,76,1.5,6.2,0,2
4/30/18,15,26.9,31.1,23.5,76,1.4,6.6,0,2
5/1/18,15,27.1,30.8,23.7,80,1.5,8.5,0,2
5/2/18,15,27.6,31.6,23.6,76,1.6,8.3,0,2
5/3/18,15,26.9,31.6,22.5,72,1.3,7.8,0.5,2
5/4/18,15,25.5,30,21.7,73,1.5,6,0,2
5/5/18,15,27.1,31.6,23.8,71,1.3,7.5,0,2
5/6/18,15,28.2,33,23.9,72,2.1,9.5,0,2
5/7/18,15,28.7,32.5,25.5,73,1.8,7.8,0,2
5/8/18,15,26.8,31.5,22.2,82,1.2,11.4,36.5,2
5/9/18,15,23.5,25.1,21.6,91,1.1,4.7,18.5,2
5/10/18,15,24.6,30.5,20.4,74,1.1,5.8,0,2
5/11/18,15,25.4,29.9,21.5,77,1.2,6.8,0,2
